CASEID,SEX,AGE,RACE,MARITAL,CHILDS,AGEKDBRN,EARNRS,BORN,CLASS,DWELOWN,INCOME16CAT,INCOME,RINCOM16CAT,RINCOME,EDUC,SPEDUC,PAEDUC,MAEDUC,DEGREE,SPDEG,PADEG,MADEG,WRKSTAT,SPWRKSTA,HRS1,SPHRS1,WRKSLF,PAWRKSLF,MAWRKSLF,WRKGOVT,TVHOURS,PARTYID,PARTYID3,PARTYID2,POLVIEWS,POLVIEWS3,POLVIEWS2,CAPPUN,GUNLAW,EQWLTH,HELPPOOR,HELPNOT,HELPSICK,TAX,ODDS1,ODDS2,HOTCORE,EARTHSUN,ELECTRON,VIRUSES,BIGBANG,CONDRIFT,EVOLVED,JOBLOSE,JOBFIND,SATJOB,RICHWORK,NEWS,HAPPY,HAPMAR,HEALTH,LIFE,UNEMP,UNION,PARSOL,KIDSSOL,CONFINAN,CONBUS,CONEDUC,CONFED,CONLABOR,CONPRESS,CONMEDIC,CONJUDGE,CONLEGIS,COURTS,GRASS,RANK,SATFIN,FINALTER,GRANBORN,HOMPOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62994,2,76,1,2,4,19,1,1,1,1,8,9000,1,500,13,,3,,1,,0,,2,,6,,2,2,,2,2,5,3,3,4,2,,1,,,5,3,3,,0,0,0,0,0,0,0,0,0,4,3,2,,5,2,,,,2,4,2,4,3,2,2,2,,3,2,2,3,2,1,5,1,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62995,2,61,1,1,2,20,1,1,3,1,20,67500,,,12,11,16,12,1,1,3,1,7,1,,48,2,2,2,2,5,5,3,3,5,3,3,1,2,,,,,1,2,2,1,1,2,1,2,1,2,,,3,,4,2,1,2,2,,,,,,,,,,,,,,1,,6,2,3,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62996,2,56,1,3,1,45,1,1,2,,19,55000,19,55000,12,,12,12,1,,1,1,1,,45,,2,2,2,2,,2,2,,4,2,,1,1,5,3,3,3,1,0,0,0,0,0,0,0,0,0,,,2,2,,2,,3,2,2,4,2,4,2,2,2,2,2,3,2,2,2,2,1,6,3,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62997,2,26,2,5,0,,1,1,2,2,3,3500,2,2000,12,,,12,1,,,1,1,,48,,2,,2,1,4,0,1,1,5,3,3,1,1,,,,,1,1,2,1,2,1,1,0,2,0,4,2,2,1,5,2,,3,1,,,,,,,,,,,,,,2,,6,1,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62998,1,59,2,3,6,21,0,1,1,2,10,13750,,,13,,,9,1,,,1,7,,,,2,,,2,5,0,1,1,3,1,1,1,,3,2,4,1,,2,2,1,1,1,1,0,1,0,,,,,1,3,,,,2,4,5,2,3,3,1,3,2,3,1,2,3,2,2,8,3,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62999,1,55,2,5,1,20,1,1,2,1,18,45000,18,45000,12,,,12,1,,0,1,1,,40,,2,2,,2,4,2,2,,3,1,1,1,,5,5,3,1,,0,0,0,0,0,0,0,0,0,4,3,2,,4,2,,,,2,4,1,1,2,2,2,3,2,1,2,2,2,2,2,5,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63000,1,57,1,1,2,28,4,1,3,,23,120000,22,100000,18,12,20,13,4,1,4,1,1,1,40,40,2,2,2,2,,6,3,3,6,3,3,1,2,5,4,4,4,2,0,0,0,0,0,0,0,0,0,,,1,1,,1,1,2,1,1,4,3,3,2,1,2,2,3,3,1,1,3,1,1,3,1,3,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63001,2,59,1,1,3,15,2,1,3,1,26,180000,,,14,16,14,14,1,3,1,1,5,3,,,2,1,2,2,1,6,3,3,3,1,1,1,,,,,,2,2,1,1,1,1,2,0,1,0,,,,,2,1,1,2,1,,,,,,,,,,,,,,3,,3,1,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63002,2,33,1,1,0,,2,1,2,,14,23750,8,9000,14,14,,8,1,2,,0,2,1,18,40,2,1,2,2,,7,,,7,3,3,2,1,3,1,2,1,1,0,0,0,0,0,0,0,0,0,,,1,1,,1,1,1,1,1,4,1,1,3,,3,3,3,3,2,3,3,,2,1,3,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63003,2,75,3,2,6,16,1,1,2,1,1,500,,,2,,,0,0,,0,0,7,,,,2,2,,2,1,3,2,,,,,1,,1,3,3,3,,0,0,0,0,0,0,0,0,0,,,1,,5,3,,,,2,4,5,5,3,1,3,2,,1,2,3,3,2,2,,1,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63004,1,61,1,1,2,25,2,1,3,1,26,180000,21,82500,18,18,12,12,3,3,1,1,1,1,44,48,2,2,2,2,2,5,3,3,6,3,3,1,1,,,,,1,2,1,1,1,1,2,2,2,2,3,2,2,1,3,2,1,1,2,,,,,,,,,,,,,,2,,3,2,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63005,2,39,1,1,3,27,2,1,2,,19,55000,16,32500,13,16,12,14,1,2,1,2,1,1,60,43,2,2,2,2,,4,2,,4,2,,1,1,3,3,3,2,1,0,0,0,0,0,0,0,0,0,,,2,1,,2,2,3,2,2,4,5,2,1,1,1,2,2,2,2,2,3,2,9,5,3,3,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63006,2,38,1,1,2,27,2,1,2,1,20,67500,16,32500,12,12,6,9,1,1,0,1,1,1,40,60,2,2,,2,0,4,2,,4,2,,1,2,,,,,1,8,8,1,1,2,1,0,1,0,4,2,2,2,5,2,1,2,2,,,,,,,,,,,,,,,,5,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63007,2,49,1,3,2,31,4,1,3,,22,100000,22,100000,17,,12,17,4,,2,4,1,,55,,2,2,2,2,,2,2,,2,1,1,2,2,6,3,3,1,1,0,0,0,0,0,0,0,0,0,,,1,2,,3,,2,1,1,4,3,2,3,1,1,1,1,1,1,2,2,1,1,4,3,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63008,1,71,1,1,2,23,0,1,3,1,26,180000,,,16,18,12,14,3,4,1,1,5,5,,,2,2,2,1,0,4,2,,4,2,,2,,2,3,4,3,,0,0,0,0,0,0,0,0,0,,,,,5,2,1,,,2,4,1,,2,2,1,2,2,2,2,1,2,1,1,3,1,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63009,1,47,2,5,0,,0,1,3,1,22,100000,22,100000,16,,16,14,3,,3,2,1,,60,,2,2,2,2,1,0,1,1,4,2,,1,1,,,,,1,2,1,2,1,1,1,2,1,1,4,3,1,1,4,1,,2,1,,,,,,,,,,,,,,2,,3,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63010,1,52,3,1,4,21,0,2,2,,26,180000,21,82500,13,18,0,0,1,4,0,0,1,1,50,50,2,1,,2,,2,2,,4,2,,1,1,5,3,3,1,1,0,0,0,0,0,0,0,0,0,,,1,1,,2,1,1,1,2,4,2,4,2,2,2,2,2,2,1,1,3,2,1,4,1,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63011,2,35,1,3,2,19,2,1,3,1,23,120000,20,67500,17,,,7,2,,,0,2,,30,,2,,2,2,5,3,2,,2,1,1,1,,6,5,3,3,,1,1,1,2,1,1,0,2,2,1,2,1,,5,2,,,,1,4,1,2,2,2,2,2,1,3,2,3,2,2,2,4,3,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63012,2,54,1,1,2,24,1,1,3,,18,45000,,,12,12,,,1,1,,0,7,1,,50,,2,,,,6,3,3,3,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,2,,,2,1,4,1,2,4,2,2,2,2,2,2,2,2,2,2,2,2,1,5,3,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63013,2,39,1,1,3,16,2,1,2,2,13,21250,,,12,11,,12,1,0,,1,8,3,,,2,,2,2,1,5,3,3,4,2,,1,1,,,,,2,8,1,1,1,8,2,1,1,1,,,,,5,1,1,3,1,,,,,,,,,,,,,,1,,6,3,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63014,1,70,2,5,2,19,0,1,3,1,11,16250,,,11,,12,,0,,1,,5,,,,2,2,2,2,2,1,1,1,5,3,3,2,1,,,,,2,1,2,2,1,2,2,0,2,0,,,,,1,2,,3,2,,,,,,,,,,,,,,2,,8,2,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63015,2,78,2,2,4,21,0,1,3,,1,500,,,12,,3,3,0,,0,0,7,,,,2,1,,1,6,0,1,1,5,3,3,2,2,,,,,2,2,2,1,1,2,1,0,1,0,,,1,,3,2,,3,1,,,,,,,,,,,,,,2,,8,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63016,2,74,1,3,2,27,0,1,3,1,22,100000,,,20,,15,14,4,,1,1,5,,,,2,2,,1,2,2,2,,3,1,1,1,1,,,,,1,2,1,1,1,2,2,8,1,1,,,,,4,1,,1,1,,,,,,,,,,,,,,2,,2,1,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63017,1,65,1,1,2,32,2,1,3,1,20,67500,13,21250,16,16,14,16,3,3,1,3,2,3,5,,2,1,,2,2,3,2,,4,2,,2,1,,,,,1,2,1,1,1,1,1,0,1,0,3,3,1,2,1,1,1,1,1,,,,,,,,,,,,,,3,,2,2,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63018,1,61,1,3,1,34,1,1,3,1,26,180000,26,180000,13,,16,12,1,,3,1,1,,30,,1,1,,2,2,1,1,1,2,1,1,1,,3,4,3,2,,2,1,1,1,1,2,0,1,1,4,3,1,,4,2,,,,2,4,1,2,2,2,3,3,2,2,2,1,2,2,1,2,1,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63019,2,53,1,1,2,26,3,1,3,1,25,160000,22,100000,16,16,12,12,3,3,1,1,1,1,55,40,2,2,2,2,3,5,3,3,4,2,,1,1,,,,,1,2,2,1,1,1,1,2,1,1,4,2,1,2,5,2,1,2,2,,,,,,,,,,,,,,1,,5,2,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63020,2,21,3,5,0,,3,1,3,,21,82500,6,6500,12,,6,12,1,,0,1,2,,20,,2,2,2,2,,1,1,1,4,2,,1,1,4,3,1,3,2,0,0,0,0,0,0,0,0,0,,,1,1,,3,,1,1,2,4,1,1,1,1,1,2,2,3,1,2,2,2,1,4,1,3,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63021,2,41,1,1,2,32,2,1,3,1,20,67500,,,17,18,20,16,3,4,3,3,1,1,36,40,2,,2,2,1,7,,,4,2,,2,,3,3,2,2,,2,8,1,1,1,2,0,1,0,4,2,1,,1,1,1,,,1,1,4,2,2,2,2,2,2,3,1,1,2,2,2,3,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63022,2,62,1,1,4,28,1,1,3,1,20,67500,9,11250,14,12,10,9,2,1,0,0,2,5,25,,2,2,2,2,4,6,3,3,6,3,3,1,2,,,,,1,2,1,1,1,8,1,0,1,0,4,1,1,1,5,1,1,2,2,,,,,,,,,,,,,,3,,2,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63023,1,71,1,1,3,21,0,1,3,1,26,180000,,,16,12,16,16,3,1,3,3,5,5,,,2,2,2,1,6,5,3,3,6,3,3,1,,6,4,5,3,,0,0,0,0,0,0,0,0,0,,,,,5,1,1,,,2,4,1,3,3,2,3,2,3,3,2,2,2,2,2,,1,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63024,1,89,1,2,2,25,1,1,2,,14,23750,,,16,,,,3,,,0,5,,,,2,2,,2,,1,1,1,4,2,,2,1,1,3,3,3,2,0,0,0,0,0,0,0,0,0,,,,,,2,,2,2,2,4,1,4,3,2,2,3,2,2,1,3,3,1,1,4,2,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63025,1,66,1,1,3,35,3,1,3,1,24,140000,19,55000,17,16,16,12,3,3,3,1,1,1,50,40,1,1,2,2,2,1,1,1,3,1,1,1,,5,3,4,2,,0,0,0,0,0,0,0,0,0,3,2,1,,1,2,2,,,2,4,1,3,2,2,2,3,2,2,2,2,2,2,1,4,1,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63026,1,28,1,5,0,,3,1,3,,25,160000,19,55000,16,,16,12,4,,4,1,1,,89,,2,2,2,2,,0,1,1,2,1,1,2,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,,,2,2,,2,,1,1,1,4,2,3,2,2,2,3,2,1,1,2,3,3,1,3,1,3,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63027,2,85,1,2,2,26,1,1,3,1,20,67500,,,17,,,16,4,,,3,5,,,,2,,2,1,5,0,1,1,4,2,,1,,4,3,3,3,,8,1,8,8,8,2,0,1,0,,,,,1,2,,,,2,4,3,2,2,3,2,3,2,2,1,2,3,3,8,5,1,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63028,1,70,1,1,2,21,2,1,3,1,23,120000,3,3500,12,16,,12,1,4,,1,2,5,25,,2,,1,2,6,0,1,1,4,2,,1,,5,2,4,1,,2,1,1,2,2,1,0,1,2,4,3,1,,2,1,1,,,1,4,3,3,1,1,1,3,3,2,1,1,3,2,8,3,1,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63029,2,29,3,5,0,,1,2,2,2,20,67500,20,67500,16,,12,12,3,,1,0,1,,45,,2,2,2,2,1,7,,,,,,2,1,,,,,2,9,8,1,1,1,8,8,2,1,3,2,1,1,2,2,,2,1,,,,,,,,,,,,,,,,5,1,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63030,1,39,3,1,2,27,1,2,2,2,21,82500,21,82500,16,15,17,17,3,3,4,3,1,7,40,,2,2,2,2,1,,,,4,2,,2,1,,,,,2,2,1,1,1,1,1,0,1,0,4,2,1,1,1,1,1,2,1,,,,,,,,,,,,,,3,,3,2,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63031,1,28,1,5,0,,1,1,2,,20,67500,13,21250,16,,13,12,1,,1,1,1,,40,,2,2,2,2,,1,1,1,3,1,1,1,1,3,3,2,3,2,0,0,0,0,0,0,0,0,0,,,2,1,,2,,2,2,2,4,3,3,2,2,2,3,2,2,1,1,2,2,1,5,2,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63032,2,74,1,2,2,28,0,1,3,,19,55000,,,16,,16,12,3,,4,1,7,,,,2,1,,1,,0,1,1,2,1,1,2,1,2,3,2,3,1,0,0,0,0,0,0,0,0,0,,,2,,,2,,2,2,2,4,3,4,2,2,2,3,2,1,2,1,2,3,8,4,2,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63033,2,53,1,1,2,31,4,1,2,1,25,160000,17,37500,16,16,11,11,3,3,0,0,1,1,40,40,2,2,2,2,2,1,1,1,5,3,3,1,,5,4,,2,,2,1,1,1,1,2,0,1,1,4,2,2,,5,2,2,,,2,4,2,2,1,2,2,2,2,2,1,2,2,2,8,5,2,3,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63034,1,66,1,3,2,34,1,1,3,1,20,67500,,,20,,13,12,4,,1,1,5,,,,2,2,,2,0,0,1,1,1,1,1,1,1,,,,,3,2,1,1,1,1,2,0,1,0,,,,,1,1,,1,1,,,,,,,,,,,,,,1,,3,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63035,1,67,1,1,3,29,2,1,3,1,26,180000,25,160000,16,16,16,16,3,3,3,3,1,2,50,24,2,2,2,2,2,2,2,,4,2,,1,,3,2,3,3,,0,0,0,0,0,0,0,0,0,4,2,2,,1,1,2,,,1,4,3,3,1,1,2,2,2,2,2,2,2,2,1,5,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63036,2,,3,1,0,,1,2,3,1,,,,,16,14,16,,3,1,3,,1,5,45,,2,2,,1,1,3,2,,,,,,,3,,3,3,,2,1,8,8,1,2,0,8,0,4,1,1,,1,2,2,,,2,4,2,,3,2,2,2,2,1,2,2,2,3,8,5,1,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63037,2,28,1,5,0,,1,1,3,2,16,32500,,,20,,16,16,4,,3,3,1,,40,,2,2,2,2,0,0,1,1,2,1,1,2,,1,1,2,1,,2,1,1,1,1,2,0,1,1,4,2,2,,2,3,,,,2,4,4,3,2,3,3,3,1,2,2,2,3,1,1,3,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63038,2,23,1,5,0,,1,1,3,,16,32500,16,32500,16,,16,16,3,,3,3,1,,55,,2,1,2,2,,5,3,3,4,2,,2,1,5,4,4,3,1,0,0,0,0,0,0,0,0,0,,,2,1,,2,,1,2,2,4,3,4,1,2,2,2,2,2,2,2,2,2,1,2,2,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63039,1,37,1,1,0,,1,1,3,2,23,120000,21,82500,20,19,16,16,4,3,4,3,1,6,60,,2,1,1,,1,0,1,1,1,1,1,2,,1,1,1,1,,0,0,0,0,0,0,0,0,0,3,2,1,,1,3,1,,,2,1,4,5,3,3,2,3,1,1,1,2,3,1,1,,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63040,1,27,2,5,0,,1,1,2,,20,67500,20,67500,12,,12,10,1,,1,1,1,,60,,2,2,2,2,,1,1,1,4,2,,1,1,7,3,3,1,2,0,0,0,0,0,0,0,0,0,,,3,1,,2,,2,1,1,4,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63041,2,32,2,5,3,21,2,1,2,,9,11250,2,2000,14,,,14,2,,,2,7,,,,2,,2,2,,1,1,1,2,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,2,,,3,,4,2,1,4,2,1,3,3,3,3,3,3,3,3,3,1,1,,3,1,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63042,2,40,2,3,6,17,1,1,1,2,11,16250,3,3500,12,,,12,1,,,1,2,,20,,2,,2,2,5,1,1,1,4,2,,1,1,,,,,1,2,1,1,1,8,1,0,8,0,4,3,4,2,2,2,,3,2,,,,,,,,,,,,,,2,,10,3,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63043,2,22,1,5,0,,2,1,2,,20,67500,,,16,,,14,3,,,1,6,,,,,,2,,,1,1,1,3,1,1,2,1,6,4,2,1,1,0,0,0,0,0,0,0,0,0,,,,,,1,,1,1,2,4,1,1,1,1,2,3,2,3,2,1,1,2,1,3,2,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63044,1,38,2,4,1,37,1,1,2,,12,18750,12,18750,14,,,12,1,,,1,1,,40,,2,,2,2,,0,1,1,3,1,1,2,1,4,3,2,3,1,0,0,0,0,0,0,0,0,0,,,2,1,,2,,3,2,1,4,2,2,2,1,2,3,2,3,2,2,2,2,1,5,1,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63045,2,45,2,5,3,20,1,1,3,2,16,32500,16,32500,15,,12,14,1,,1,1,3,,,,2,1,2,2,4,0,1,1,2,1,1,2,,4,3,5,3,,2,1,1,1,2,1,0,1,0,4,1,1,,3,1,,,,1,4,2,1,2,2,1,2,2,3,2,2,2,1,8,4,2,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63046,1,63,1,3,1,38,0,1,2,2,11,16250,,,12,,16,12,1,,1,1,5,,,,2,2,2,2,6,4,2,,5,3,3,1,2,,,,,2,2,1,1,1,8,2,0,1,0,,,,,5,3,,3,2,,,,,,,,,,,,,,,,6,2,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63047,2,30,1,5,0,,1,1,3,2,19,55000,19,55000,20,,,13,4,,,1,1,,37,,2,,2,2,4,1,1,1,2,1,1,1,,2,3,3,1,,0,0,0,0,0,0,0,0,0,3,2,4,,4,3,,,,1,4,5,3,3,2,3,3,2,3,3,2,3,,1,2,3,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63048,1,25,1,5,0,,1,1,2,2,9,11250,,,12,,,12,1,,,1,2,,20,,2,,2,2,1,3,2,,4,2,,1,1,,,,,2,2,1,8,1,1,1,1,1,1,4,2,3,2,5,2,,2,2,,,,,,,,,,,,,,,,7,3,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63049,2,44,3,3,1,37,1,2,2,,18,45000,18,45000,12,,,,1,,1,1,1,,40,,2,1,1,2,,2,2,,4,2,,2,2,5,3,1,3,1,0,0,0,0,0,0,0,0,0,,,2,1,,2,,3,2,2,4,4,2,3,1,1,1,2,2,2,1,2,2,2,3,2,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63050,1,56,1,5,1,24,1,1,3,2,14,23750,14,23750,12,,12,12,1,,1,1,1,,45,,2,1,2,1,6,4,2,,6,3,3,2,,3,1,1,3,,2,2,8,2,1,1,0,1,0,4,2,2,,5,2,,,,2,4,4,4,1,2,2,3,2,2,1,3,3,1,1,5,3,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63051,2,45,1,1,2,30,2,1,2,,21,82500,7,7500,12,12,11,12,1,1,0,1,2,1,17,45,2,1,2,2,,3,2,,4,2,,2,1,4,3,3,3,2,0,0,0,0,0,0,0,0,0,,,2,1,,2,1,2,2,1,4,3,3,2,2,2,2,2,3,2,2,2,2,1,5,2,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63052,2,27,3,5,3,19,1,1,2,2,9,11250,9,11250,7,,,,0,,,0,1,,30,,2,2,2,2,1,3,2,,2,1,1,2,,5,3,4,3,,0,0,0,0,0,0,0,0,0,4,2,1,,3,2,,,,2,4,2,4,1,2,1,2,2,3,1,2,2,2,1,6,2,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63053,1,53,3,1,2,43,1,1,2,1,18,45000,18,45000,17,9,7,5,3,1,0,0,1,7,40,,2,2,,2,3,1,1,1,4,2,,1,,7,3,1,1,,0,0,0,0,0,0,0,0,0,4,2,1,,5,1,1,,,2,4,1,4,2,2,2,3,2,2,2,2,3,2,1,5,3,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63054,2,66,2,2,1,36,1,1,3,2,15,27500,15,27500,15,,,8,2,,,0,1,,32,,2,,2,2,5,0,1,1,5,3,3,2,,4,3,1,1,,2,8,1,1,2,2,0,1,0,4,2,1,,4,1,,,,2,4,1,1,1,2,1,3,3,2,1,2,3,,1,4,3,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63055,2,48,2,3,3,21,2,1,2,1,22,100000,19,55000,18,,,16,3,,,3,1,,40,,2,,2,2,2,1,1,1,3,1,1,1,1,,,,,1,2,1,1,1,2,1,0,8,0,3,2,1,2,5,2,,2,1,,,,,,,,,,,,,,1,,5,3,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63056,2,50,2,1,2,30,3,1,2,1,22,100000,17,37500,14,13,14,16,1,1,2,3,1,1,40,50,2,2,2,2,3,0,1,1,4,2,,1,,4,1,,5,,0,0,0,0,0,0,0,0,0,3,2,2,,3,1,1,,,2,4,1,1,2,1,1,2,2,2,2,2,2,2,2,4,1,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63057,2,18,3,5,0,,1,1,2,2,,,,,11,,12,8,0,,1,0,2,,20,,2,2,,2,3,3,2,,4,2,,1,,4,3,3,1,,2,1,1,1,2,2,0,1,2,3,1,1,,5,2,,,,2,4,1,1,2,3,2,2,2,3,2,2,2,,1,5,1,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63058,1,51,2,5,1,33,1,1,3,,14,23750,14,23750,16,,16,16,3,,3,4,2,,25,,1,2,2,2,,2,2,,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,1,1,,2,,2,1,1,4,3,1,3,2,2,2,1,3,2,3,3,1,1,1,3,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63059,2,63,2,3,4,19,3,1,2,1,20,67500,19,55000,13,,15,12,1,,1,1,1,,36,,2,2,2,2,4,0,1,1,3,1,1,2,,1,2,5,1,,0,0,0,0,0,0,0,0,0,4,2,1,,4,1,,,,2,4,3,1,2,2,2,3,2,3,2,3,3,2,1,1,2,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63060,2,57,2,1,3,23,5,1,2,,20,67500,4,4500,12,14,,12,1,2,,1,2,6,22,,2,,2,2,,1,1,1,4,2,,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,1,1,,2,1,1,1,2,4,2,1,2,2,1,2,2,2,2,1,2,2,2,6,3,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
